onset	duration	sample	trial_type	value	object_id	stimulus_id	onset_source	analysis_include
24.752	0.0	24752	response	7	n/a	n/a	trigger	0
24.763	0.0	24763	block_onset	101	n/a	n/a	trigger	0
26.816	0.5	26816	trained	32740	27	memtrain/o_379_2.jpg	photodiode	1
27.717	0.5	27717	trained	32754	13	memtrain/o_136_1.jpg	photodiode	1
28.518	0.5	28518	trained	32760	7	memtrain/o_091_2.jpg	photodiode	1
29.318	0.5	29318	untrained	32676	91	memtrain/o_605_1.jpg	photodiode	1
30.219	0.5	30219	untrained	32672	95	memtrain/so_125_1.jpg	photodiode	1
31.17	0.5	31170	catch	32671	n/a	catch_padded.jpg	photodiode	0
31.502	0.0	31502	response	7	n/a	n/a	trigger	0
33.122	0.5	33122	untrained	32719	48	memtrain/o_019_2.jpg	photodiode	1
33.922	0.5	33922	untrained	32712	55	memtrain/o_153_2.jpg	photodiode	1
34.873	0.5	34873	trained	32761	6	memtrain/o_076_1.jpg	photodiode	1
35.766	0.5	35766	catch	32671	n/a	catch_padded.jpg	photodiode	0
36.228	0.0	36228	response	7	n/a	n/a	trigger	0
37.667	0.5	37667	untrained	32714	53	memtrain/o_142_2.jpg	photodiode	1
38.418	0.5	38418	untrained	32702	65	memtrain/o_337_2.jpg	photodiode	1
39.319	0.5	39319	trained	32743	24	memtrain/o_357_1.jpg	photodiode	1
40.219	0.5	40219	trained	32756	11	memtrain/o_117_2.jpg	photodiode	1
41.17	0.5	41170	catch	32671	n/a	catch_padded.jpg	photodiode	0
41.386	0.0	41386	response	7	n/a	n/a	trigger	0
43.272	0.5	43272	untrained	32691	76	memtrain/o_570_1.jpg	photodiode	1
44.173	0.5	44173	untrained	32685	82	memtrain/o_656_1.jpg	photodiode	1
44.973	0.5	44973	untrained	32673	94	memtrain/so_067_1.jpg	photodiode	1
45.774	0.5	45774	trained	32753	14	memtrain/o_174_1.jpg	photodiode	1
46.575	0.5	46575	catch	32671	n/a	catch_padded.jpg	photodiode	0
46.874	0.0	46874	response	7	n/a	n/a	trigger	0
48.476	0.5	48476	trained	32745	22	memtrain/o_321_1.jpg	photodiode	1
49.227	0.5	49227	trained	32763	4	memtrain/o_042_1.jpg	photodiode	1
50.128	0.5	50128	trained	32741	26	memtrain/o_376_1.jpg	photodiode	1
50.878	0.5	50878	trained	32738	29	memtrain/o_416_1.jpg	photodiode	1
51.729	0.5	51729	catch	32671	n/a	catch_padded.jpg	photodiode	0
51.939	0.0	51939	response	7	n/a	n/a	trigger	0
53.631	0.5	53631	untrained	32706	61	memtrain/o_298_2.jpg	photodiode	1
54.381	0.5	54381	untrained	32687	80	memtrain/o_613_1.jpg	photodiode	1
55.232	0.5	55232	trained	32737	30	memtrain/o_437_2.jpg	photodiode	1
56.133	0.5	56133	catch	32671	n/a	catch_padded.jpg	photodiode	0
56.573	0.0	56573	response	7	n/a	n/a	trigger	0
58.235	0.5	58235	untrained	32679	88	memtrain/o_458_1.jpg	photodiode	1
59.185	0.5	59185	untrained	32718	49	memtrain/o_054_2.jpg	photodiode	1
60.136	0.5	60136	untrained	32678	89	memtrain/o_469_1.jpg	photodiode	1
60.887	0.5	60887	trained	32757	10	memtrain/o_111_2.jpg	photodiode	1
61.838	0.5	61838	untrained	32681	86	memtrain/o_288_1.jpg	photodiode	1
62.73	0.5	62730	catch	32671	n/a	catch_padded.jpg	photodiode	0
62.935	0.0	62935	response	7	n/a	n/a	trigger	0
64.682	0.5	64682	trained	32742	25	memtrain/o_358_2.jpg	photodiode	1
65.582	0.5	65582	untrained	32692	75	memtrain/o_564_1.jpg	photodiode	1
66.333	0.5	66333	untrained	32696	71	memtrain/o_483_1.jpg	photodiode	1
67.234	0.5	67234	trained	32727	40	memtrain/o_648_2.jpg	photodiode	1
68.085	0.5	68085	untrained	32705	62	memtrain/o_304_1.jpg	photodiode	1
68.985	0.5	68985	catch	32671	n/a	catch_padded.jpg	photodiode	0
69.306	0.0	69306	response	7	n/a	n/a	trigger	0
71.037	0.5	71037	trained	32735	32	memtrain/o_485_2.jpg	photodiode	1
71.938	0.5	71938	trained	32747	20	memtrain/o_290_1.jpg	photodiode	1
72.889	0.5	72889	untrained	32700	67	memtrain/o_378_1.jpg	photodiode	1
73.839	0.5	73839	trained	32734	33	memtrain/o_536_1.jpg	photodiode	1
74.59	0.5	74590	catch	32671	n/a	catch_padded.jpg	photodiode	0
74.918	0.0	74918	response	7	n/a	n/a	trigger	0
76.492	0.5	76492	untrained	32674	93	memtrain/so_035_1.jpg	photodiode	1
77.443	0.5	77443	trained	32755	12	memtrain/o_127_2.jpg	photodiode	1
78.243	0.5	78243	untrained	32701	66	memtrain/o_342_2.jpg	photodiode	1
79.094	0.5	79094	trained	32731	36	memtrain/o_583_1.jpg	photodiode	1
79.895	0.5	79895	untrained	32716	51	memtrain/o_103_2.jpg	photodiode	1
80.795	0.5	80795	catch	32671	n/a	catch_padded.jpg	photodiode	0
81.037	0.0	81037	response	7	n/a	n/a	trigger	0
82.747	0.5	82747	trained	32748	19	memtrain/o_284_2.jpg	photodiode	1
83.548	0.5	83548	trained	32744	23	memtrain/o_338_2.jpg	photodiode	1
84.499	0.5	84499	trained	32720	47	memtrain/so_147_2.jpg	photodiode	1
85.299	0.5	85299	catch	32671	n/a	catch_padded.jpg	photodiode	0
85.671	0.0	85671	response	7	n/a	n/a	trigger	0
87.401	0.5	87401	untrained	32713	54	memtrain/o_145_1.jpg	photodiode	1
88.152	0.5	88152	untrained	32707	60	memtrain/o_228_2.jpg	photodiode	1
88.952	0.5	88952	untrained	32697	70	memtrain/o_471_2.jpg	photodiode	1
89.753	0.5	89753	catch	32671	n/a	catch_padded.jpg	photodiode	0
90.13	0.0	90130	response	7	n/a	n/a	trigger	0
91.655	0.5	91655	untrained	32677	90	memtrain/o_580_1.jpg	photodiode	1
92.497	0.5	92497	trained	32736	31	memtrain/o_465_2.jpg	photodiode	1
93.398	0.5	93398	trained	32724	43	memtrain/so_043_2.jpg	photodiode	1
94.349	0.5	94349	trained	32759	8	memtrain/o_094_1.jpg	photodiode	1
95.099	0.5	95099	untrained	32680	87	memtrain/o_365_1.jpg	photodiode	1
96.0	0.5	96000	catch	32671	n/a	catch_padded.jpg	photodiode	0
96.264	0.0	96264	response	7	n/a	n/a	trigger	0
97.902	0.5	97902	trained	32751	16	memtrain/o_199_2.jpg	photodiode	1
98.852	0.5	98852	untrained	32698	69	memtrain/o_464_2.jpg	photodiode	1
99.603	0.5	99603	untrained	32689	78	memtrain/o_599_1.jpg	photodiode	1
100.554	0.5	100554	untrained	32699	68	memtrain/o_393_1.jpg	photodiode	1
101.505	0.5	101505	catch	32671	n/a	catch_padded.jpg	photodiode	0
101.834	0.0	101834	response	7	n/a	n/a	trigger	0
103.506	0.5	103506	untrained	32715	52	memtrain/o_141_1.jpg	photodiode	1
104.407	0.5	104407	untrained	32704	63	memtrain/o_310_2.jpg	photodiode	1
105.358	0.5	105358	untrained	32695	72	memtrain/o_490_1.jpg	photodiode	1
106.209	0.5	106209	trained	32766	1	memtrain/o_015_1.jpg	photodiode	1
107.009	0.5	107009	catch	32671	n/a	catch_padded.jpg	photodiode	0
107.264	0.0	107264	response	7	n/a	n/a	trigger	0
109.111	0.5	109111	trained	32752	15	memtrain/o_195_1.jpg	photodiode	1
109.912	0.5	109912	trained	32729	38	memtrain/o_603_1.jpg	photodiode	1
110.763	0.5	110763	trained	32732	35	memtrain/o_561_2.jpg	photodiode	1
