onset	duration	sample	trial_type	value	object_id	stimulus_id	onset_source	analysis_include
27.682	0.0	27682	response	6	n/a	n/a	trigger	0
27.692	0.0	27692	block_onset	101	n/a	n/a	trigger	0
29.745	0.5	29745	trained	32750	17	memtrain/o_232_1.jpg	photodiode	1
30.496	0.5	30496	untrained	32686	81	memtrain/o_655_2.jpg	photodiode	1
31.246	0.5	31246	trained	32758	9	memtrain/o_101_2.jpg	photodiode	1
31.997	0.5	31997	catch	32671	n/a	catch_padded.jpg	photodiode	0
32.334	0.0	32334	response	6	n/a	n/a	trigger	0
34.099	0.5	34099	trained	32734	33	memtrain/o_536_1.jpg	photodiode	1
34.95	0.5	34950	trained	32760	7	memtrain/o_091_2.jpg	photodiode	1
35.8	0.5	35800	untrained	32684	83	memtrain/so_105_1.jpg	photodiode	1
36.701	0.5	36701	catch	32671	n/a	catch_padded.jpg	photodiode	0
37.077	0.0	37077	response	6	n/a	n/a	trigger	0
38.594	0.5	38594	untrained	32692	75	memtrain/o_564_1.jpg	photodiode	1
39.345	0.5	39345	untrained	32718	49	memtrain/o_054_2.jpg	photodiode	1
40.104	0.5	40104	untrained	32694	73	memtrain/o_519_2.jpg	photodiode	1
40.855	0.5	40855	trained	32744	23	memtrain/o_338_2.jpg	photodiode	1
41.697	0.5	41697	catch	32671	n/a	catch_padded.jpg	photodiode	0
41.988	0.0	41988	response	6	n/a	n/a	trigger	0
43.807	0.5	43807	untrained	32705	62	memtrain/o_304_1.jpg	photodiode	1
44.65	0.5	44650	trained	32757	10	memtrain/o_111_2.jpg	photodiode	1
45.4	0.5	45400	trained	32737	30	memtrain/o_437_2.jpg	photodiode	1
46.351	0.5	46351	untrained	32699	68	memtrain/o_393_1.jpg	photodiode	1
47.202	0.5	47202	catch	32671	n/a	catch_padded.jpg	photodiode	0
47.479	0.0	47479	response	6	n/a	n/a	trigger	0
49.212	0.5	49212	untrained	32676	91	memtrain/o_605_1.jpg	photodiode	1
50.004	0.5	50004	untrained	32675	92	memtrain/so_033_1.jpg	photodiode	1
50.805	0.5	50805	trained	32740	27	memtrain/o_379_2.jpg	photodiode	1
51.606	0.5	51606	untrained	32683	84	memtrain/so_117_2.jpg	photodiode	1
52.556	0.5	52556	catch	32671	n/a	catch_padded.jpg	photodiode	0
52.913	0.0	52913	response	6	n/a	n/a	trigger	0
54.658	0.5	54658	trained	32753	14	memtrain/o_174_1.jpg	photodiode	1
55.509	0.5	55509	trained	32762	5	memtrain/o_067_1.jpg	photodiode	1
56.36	0.5	56360	trained	32759	8	memtrain/o_094_1.jpg	photodiode	1
57.31	0.5	57310	untrained	32693	74	memtrain/o_550_1.jpg	photodiode	1
58.211	0.5	58211	trained	32743	24	memtrain/o_357_1.jpg	photodiode	1
58.962	0.5	58962	catch	32671	n/a	catch_padded.jpg	photodiode	0
59.292	0.0	59292	response	6	n/a	n/a	trigger	0
60.863	0.5	60863	untrained	32714	53	memtrain/o_142_2.jpg	photodiode	1
61.614	0.5	61614	untrained	32680	87	memtrain/o_365_1.jpg	photodiode	1
62.465	0.5	62465	trained	32755	12	memtrain/o_127_2.jpg	photodiode	1
63.265	0.5	63265	catch	32671	n/a	catch_padded.jpg	photodiode	0
63.705	0.0	63705	response	6	n/a	n/a	trigger	0
65.359	0.5	65359	trained	32725	42	memtrain/so_034_2.jpg	photodiode	1
66.218	0.5	66218	trained	32733	34	memtrain/o_558_2.jpg	photodiode	1
67.119	0.5	67119	trained	32752	15	memtrain/o_195_1.jpg	photodiode	1
67.911	0.5	67911	trained	32748	19	memtrain/o_284_2.jpg	photodiode	1
68.662	0.5	68662	untrained	32689	78	memtrain/o_599_1.jpg	photodiode	1
69.421	0.5	69421	catch	32671	n/a	catch_padded.jpg	photodiode	0
69.789	0.0	69789	response	6	n/a	n/a	trigger	0
71.422	0.5	71422	untrained	32713	54	memtrain/o_145_1.jpg	photodiode	1
72.223	0.5	72223	trained	32766	1	memtrain/o_015_1.jpg	photodiode	1
73.165	0.5	73165	trained	32767	0	memtrain/o_006_1.jpg	photodiode	1
74.025	0.5	74025	trained	32746	21	memtrain/o_319_1.jpg	photodiode	1
74.817	0.5	74817	catch	32671	n/a	catch_padded.jpg	photodiode	0
75.174	0.0	75174	response	6	n/a	n/a	trigger	0
76.768	0.5	76768	untrained	32696	71	memtrain/o_483_1.jpg	photodiode	1
77.619	0.5	77619	trained	32732	35	memtrain/o_561_2.jpg	photodiode	1
78.52	0.5	78520	trained	32764	3	memtrain/o_040_2.jpg	photodiode	1
79.471	0.5	79471	trained	32738	29	memtrain/o_416_1.jpg	photodiode	1
80.271	0.5	80271	catch	32671	n/a	catch_padded.jpg	photodiode	0
80.649	0.0	80649	response	6	n/a	n/a	trigger	0
82.323	0.5	82323	untrained	32679	88	memtrain/o_458_1.jpg	photodiode	1
83.124	0.5	83124	untrained	32672	95	memtrain/so_125_1.jpg	photodiode	1
83.883	0.5	83883	trained	32722	45	memtrain/so_090_2.jpg	photodiode	1
84.775	0.5	84775	catch	32671	n/a	catch_padded.jpg	photodiode	0
85.185	0.0	85185	response	6	n/a	n/a	trigger	0
86.827	0.5	86827	untrained	32687	80	memtrain/o_613_1.jpg	photodiode	1
87.728	0.5	87728	trained	32726	41	memtrain/o_663_2.jpg	photodiode	1
88.578	0.5	88578	trained	32754	13	memtrain/o_136_1.jpg	photodiode	1
89.429	0.5	89429	untrained	32682	85	memtrain/o_218_1.jpg	photodiode	1
90.38	0.5	90380	catch	32671	n/a	catch_padded.jpg	photodiode	0
90.708	0.0	90708	response	6	n/a	n/a	trigger	0
92.482	0.5	92482	untrained	32710	57	memtrain/o_171_1.jpg	photodiode	1
93.433	0.5	93433	trained	32721	46	memtrain/so_113_1.jpg	photodiode	1
94.333	0.5	94333	untrained	32703	64	memtrain/o_334_2.jpg	photodiode	1
95.134	0.5	95134	trained	32741	26	memtrain/o_376_1.jpg	photodiode	1
96.027	0.5	96027	trained	32756	11	memtrain/o_117_2.jpg	photodiode	1
96.927	0.5	96927	catch	32671	n/a	catch_padded.jpg	photodiode	0
97.223	0.0	97223	response	6	n/a	n/a	trigger	0
98.979	0.5	98979	untrained	32673	94	memtrain/so_067_1.jpg	photodiode	1
