onset	duration	sample	trial_type	value	object_id	stimulus_id	onset_source	analysis_include
37.327	0.0	37327	response	5	n/a	n/a	trigger	0
59.051	0.0	59051	response	5	n/a	n/a	trigger	0
80.784	0.0	80784	response	6	n/a	n/a	trigger	0
80.787	0.0	80787	block_onset	101	n/a	n/a	trigger	0
82.842	0.5	82842	trained	32745	22	memtrain/o_321_1.jpg	photodiode	1
83.701	0.5	83701	trained	32741	26	memtrain/o_376_1.jpg	photodiode	1
84.543	0.5	84543	trained	32766	1	memtrain/o_015_1.jpg	photodiode	1
85.494	0.5	85494	trained	32767	0	memtrain/o_006_1.jpg	photodiode	1
86.245	0.5	86245	catch	32671	n/a	catch_padded.jpg	photodiode	0
86.586	0.0	86586	response	6	n/a	n/a	trigger	0
88.196	0.5	88196	untrained	32691	76	memtrain/o_570_1.jpg	photodiode	1
89.147	0.5	89147	untrained	32713	54	memtrain/o_145_1.jpg	photodiode	1
89.898	0.5	89898	untrained	32673	94	memtrain/so_067_1.jpg	photodiode	1
90.849	0.5	90849	catch	32671	n/a	catch_padded.jpg	photodiode	0
91.167	0.0	91167	response	6	n/a	n/a	trigger	0
92.75	0.5	92750	trained	32726	41	memtrain/o_663_2.jpg	photodiode	1
93.701	0.5	93701	trained	32729	38	memtrain/o_603_1.jpg	photodiode	1
94.543	0.5	94543	trained	32736	31	memtrain/o_465_2.jpg	photodiode	1
95.352	0.5	95352	catch	32671	n/a	catch_padded.jpg	photodiode	0
95.621	0.0	95621	response	6	n/a	n/a	trigger	0
97.346	0.5	97346	untrained	32717	50	memtrain/o_057_2.jpg	photodiode	1
98.247	0.5	98247	trained	32739	28	memtrain/o_397_1.jpg	photodiode	1
99.097	0.5	99097	trained	32743	24	memtrain/o_357_1.jpg	photodiode	1
99.898	0.5	99898	trained	32760	7	memtrain/o_091_2.jpg	photodiode	1
100.799	0.5	100799	trained	32724	43	memtrain/so_043_2.jpg	photodiode	1
101.549	0.5	101549	catch	32671	n/a	catch_padded.jpg	photodiode	0
101.908	0.0	101908	response	6	n/a	n/a	trigger	0
103.601	0.5	103601	trained	32738	29	memtrain/o_416_1.jpg	photodiode	1
104.402	0.5	104402	untrained	32705	62	memtrain/o_304_1.jpg	photodiode	1
105.302	0.5	105302	untrained	32710	57	memtrain/o_171_1.jpg	photodiode	1
106.053	0.5	106053	trained	32732	35	memtrain/o_561_2.jpg	photodiode	1
106.804	0.5	106804	catch	32671	n/a	catch_padded.jpg	photodiode	0
107.153	0.0	107153	response	6	n/a	n/a	trigger	0
108.856	0.5	108856	trained	32730	37	memtrain/o_597_1.jpg	photodiode	1
109.806	0.5	109806	untrained	32712	55	memtrain/o_153_2.jpg	photodiode	1
110.657	0.5	110657	trained	32750	17	memtrain/o_232_1.jpg	photodiode	1
111.508	0.5	111508	catch	32671	n/a	catch_padded.jpg	photodiode	0
111.841	0.0	111841	response	6	n/a	n/a	trigger	0
113.559	0.5	113559	trained	32720	47	memtrain/so_147_2.jpg	photodiode	1
114.41	0.5	114410	untrained	32692	75	memtrain/o_564_1.jpg	photodiode	1
115.311	0.5	115311	untrained	32674	93	memtrain/so_035_1.jpg	photodiode	1
116.112	0.5	116112	trained	32740	27	memtrain/o_379_2.jpg	photodiode	1
